Date,Tweet Id,Text,Username,Location,#Retweets,#Replies,#Likes,#QuoteTweets
2020-11-19 04:02:05+00:00,1329273718053494787,⁦@nesterhow⁩ #HammerandScorecard #StopTheSteaI  https://t.co/Gvzv2L3FEk,leannalawson,https://twitter.com/leannalawson/status/1329273718053494787,0,0,0,0
2020-11-19 02:53:44+00:00,1329256515757281280,@DavidShafer We already know from General Mclnerney and @charliekirk11 podcast that the deep state within the intelligence community used Hammer and a scorecard on the American people. The voting system was rigged from the start! #StopTheSteal #HammerAndScorecard,Patriotpage1,https://twitter.com/Patriotpage1/status/1329256515757281280,0,0,0,0
2020-11-19 02:24:30+00:00,1329249157547249664,Retired Air Force General blows whistle on CIA vote hacking | Pearson Sharp #HammerAndScorecard https://t.co/sCljJjYJ3R via @YouTube,alcardfan,https://twitter.com/alcardfan/status/1329249157547249664,3,0,4,0
2020-11-18 22:34:56+00:00,1329191387590377472,"The hammer is coming down. Tick Tock.
#Dominion #Scytl #HammerandScorecard
Retired Air Force General blows whistle on CIA vote hacking | Pearson Sharp Reports - YouTube https://t.co/FV4NFKfoGV",AIisTheFuture,https://twitter.com/AIisTheFuture/status/1329191387590377472,0,0,0,0
2020-11-18 22:02:24+00:00,1329183198203449345,This short interview best explains #HammerandScorecard —another way the Democrats corrupted the #2020Elections  | Retired Air Force General blows whistle on CIA vote hacking | Pearson Sh... https://t.co/at1GsdBCBR via @YouTube,BeyondLove2010,https://twitter.com/BeyondLove2010/status/1329183198203449345,1,0,0,0
2020-11-18 21:01:59+00:00,1329167996875661313,"@MichaelCoudrey 💯💯💯

Democrats have colluded with intelligence agencies and turned on the American people! #HammerAndScorecard",Patriotpage1,https://twitter.com/Patriotpage1/status/1329167996875661313,0,1,3,0
2020-11-18 12:44:38+00:00,1329042831235837952,@robbystarbuck @sharonm78836528 You forgot “purposeful” in front of fraud... the Democrats purposefully pushed mail in voting as a means for fraud. They needed a distraction from Dominion voting machines &amp; #HAMMERandSCORECARD used against Non-Dominion machines.,PrometheusIV,https://twitter.com/PrometheusIV/status/1329042831235837952,0,0,0,0
2020-11-18 11:37:11+00:00,1329025857948676096,The @cia is a joke I tell ya!  They have overthrown many elections including the 2020 elections of the United States of America! #HammerandScorecard!,joyreaper,https://twitter.com/joyreaper/status/1329025857948676096,1,0,2,0
2020-11-18 11:20:46+00:00,1329021727058358273,"General McInerney explains #HammerandScorecard, a system used to overthrow governments.

IMPORTANT TRIVIA:  Fox News who used to consistently have this Patriot General on, now no longer has him on. 
 
https://t.co/s6uRsFEneM",joyreaper,https://twitter.com/joyreaper/status/1329021727058358273,46,0,48,9
2020-11-18 06:35:36+00:00,1328949962596552706,So. Just catching up on all things #Election &amp; #Trump after a crazy day &amp; WHOA! 😳 @OANN IS SOO ON POINT came here 2 Tweet all about it BUT YOU GUYS ALREADY GOT THE BALL ROLLING! So. #LetsGo #hammerscorecard #Hammer #GameChanger #HAMMER_scorecard #Trump2020 #hammerandscorecard https://t.co/wpVKximkqp,Trace700,https://twitter.com/Trace700/status/1328949962596552706,0,0,0,0
2020-11-18 00:05:50+00:00,1328851875622432768,"@SenSchumer admitted there is a super structure that exists in our country 4 years ago. Schumer warned @realDonaldTrump against challenging the Deep State, saying “the intelligence community has 6 ways from Sunday at getting back at you.”
 
#HammerAndScorecard
@SidneyPowell1",Patriotpage1,https://twitter.com/Patriotpage1/status/1328851875622432768,0,0,0,0
2020-11-17 23:57:17+00:00,1328849724506562561,Everyone should listen to the @charliekirk11 podcast! His interview with Lt General Mclnerney was amazing. Very important information about #HammerAndScorecard being weaponized against the American people.,Patriotpage1,https://twitter.com/Patriotpage1/status/1328849724506562561,0,0,0,0
2020-11-17 23:33:00+00:00,1328843612868595713,Wow! Watch the you tube in this link! #hammerscorecard #HammerAndScorecard #ReleaseTheKraken #VoterFraud #StopTheSteal https://t.co/5oXakuOC1u,sgtmolly06,https://twitter.com/sgtmolly06/status/1328843612868595713,0,0,0,0
2020-11-17 23:05:43+00:00,1328836745018957824,#HammerAndScorecard,BadgerPatriotDC,https://twitter.com/BadgerPatriotDC/status/1328836745018957824,0,0,0,0
2020-11-17 17:37:20+00:00,1328754105309827072,"@JoeBiden Sorry.. but as a woman charged with over 130 plus fraud charges in your favor have been arrested , this is rigged, the Krakens released !! #HammerAndScorecard              #Dominion                                     #QuidProJoe                                        #Factcheck",DesireeMartin3,https://twitter.com/DesireeMartin3/status/1328754105309827072,0,0,0,0
2020-11-17 17:04:25+00:00,1328745822985531392,"The most American thing you can do is question your government! 🇺🇸🇺🇸🇺🇸

#DrainTheSwamp #hammerscorecard #HammerAndScorecard #StopTheSteaI",Patriotpage1,https://twitter.com/Patriotpage1/status/1328745822985531392,1,0,1,0
2020-11-17 12:05:18+00:00,1328670544636510209,"#hammerandscorecard
#2020electionfraud
#electionfraud 
#gamechanger 
#Trump2020 https://t.co/NtCvdxDjf8",Cnsrvtvtchr,https://twitter.com/Cnsrvtvtchr/status/1328670544636510209,0,0,0,0
2020-11-17 06:25:33+00:00,1328585046324862976,"@cameronkear0817 @BlueRobotDesign @AdamLaxalt Exactly.

We must have transparency and integrity

Without it all future elections are pointless

Dominion will just decide for us

If only we knew which Politicians were involved with Dominion

Oh wait...

#Pelosi 
#Democrats 
#stopthesteal
#riggedelection
#hammerandscorecard",Lama911Z,https://twitter.com/Lama911Z/status/1328585046324862976,0,0,0,0
2020-11-17 02:44:48+00:00,1328529491082305537,#hammerandscorecard  #Kraken https://t.co/uEHV81yySb,fishing_tx,https://twitter.com/fishing_tx/status/1328529491082305537,0,0,0,0
2020-11-17 00:59:54+00:00,1328503093911281669,@mandy_itis_then There are anomalies worth looking at.  #HammerAndScorecard #CountEveryLegalVote #RejectEveryIllegalVote #Election2020 https://t.co/aVNJHvIK97,usanorthcoast,https://twitter.com/usanorthcoast/status/1328503093911281669,0,1,0,0
2020-11-16 23:30:52+00:00,1328480686798295040,"#Dominion 
#HAMMERandSCORECARD 
#Soros https://t.co/O5ErUyj8NT",LizzyClassical,https://twitter.com/LizzyClassical/status/1328480686798295040,0,0,0,0
2020-11-16 22:47:01+00:00,1328469650066329606,@RepPaulMitchell Why don't you two RINO's get in contact with the people who have the evidence and ask to see it. Bet they don't show it to RINO's like you two. #ReleaseTheKrakens #hammerandscorecard #CIAvoterfraud #DominionCheatingSystems,CodeRed84623643,https://twitter.com/CodeRed84623643/status/1328469650066329606,0,0,0,0
2020-11-16 20:22:10+00:00,1328433201107193856,Hammer and Scorecard Explained with Lt. General Thomas McInerney https://t.co/x6KjeOscti via @YouTube Unbelievable!!! #hammerandscorecard,hkalways4ever,https://twitter.com/hkalways4ever/status/1328433201107193856,0,0,0,0
2020-11-16 18:46:29+00:00,1328409120135843850,"‼️‼️#ElectionFraud
‼️‼️#HammerAndScoreCard
‼️‼️#Dominion
‼️‼️#StopTheSteal
‼️‼️#ReleaseTheKracken https://t.co/CGvTy9TcRO",ClairaQ17,https://twitter.com/ClairaQ17/status/1328409120135843850,0,0,0,0
2020-11-16 18:44:27+00:00,1328408610066591755,@MFerandou @FranceBabani @BFMTV @LCI @lemondefr @lobs_politique @Le_Figaro @libe @LePoint @franceinfo @franceinter @RepubliqueMarch @lauhaim #Dominion #dominionGate #hammerandscorecard #Election2020,greg92210,https://twitter.com/greg92210/status/1328408610066591755,0,0,1,0
2020-11-16 17:49:04+00:00,1328394669223534611,@777Antoine777 Tiens tiens Fb a dû mesurer les preuves de fraude massive affluer par des ´ tuyaux d’incendie’ comme a dit l’avocate. WAIT and SEE #DominionGate #hammerandscorecard,greg92210,https://twitter.com/greg92210/status/1328394669223534611,0,0,0,0
2020-11-16 16:36:03+00:00,1328376296770977793,"Trump Landslide!
#HammerandScorecard",DerekKoning,https://twitter.com/DerekKoning/status/1328376296770977793,0,0,0,0
2020-11-16 16:12:58+00:00,1328370486452088834,"@SidneyPowell12 @drscott_atlanta @SidneyPowell1 must also be referring to #HammerandScorecard 

#VoterFraud 
#ElectionFraud",advocate_be,https://twitter.com/advocate_be/status/1328370486452088834,0,0,0,0
2020-11-16 05:44:12+00:00,1328212252634189824,"Psyop Projects HAMMER and SCORECARD are Being Used, by the Deep State, to steal the USA elections for the Democrats. #HAMMERandSCORECARD #psyops #Elections2020 #DeepState #HoldtheLinePatriots 🇺🇸 #KrakenisReleased #StormIsUponUs  https://t.co/xZbVY4IoNB",BeyondLove2010,https://twitter.com/BeyondLove2010/status/1328212252634189824,0,0,0,0
2020-11-16 04:17:44+00:00,1328190491632885761,"@Glassman1148 @TrumpSugar @elle_vader @MamaLouies @Goathead19 @MarkHoliday17 @Flattielover @Deadpools_R_Us @f_henline @miss_simone247 @SuP3rK @DontGetItTwist8 @influence_aig @missjulialee @RushvilleRockit @EMMYreincarnate @THEIrishRed111 @shrekthepunk @akvawe66 @CallieM76532241 @tomag49 @TheChurchLadyS1 @Karldegrosse111 @SBDSoultrain @2Cents69 @CaliJeff1 @jtlykke @ThereseOSulliv2 @mdw8311 @NotTheHun1 @CharlesAIIen @LadyOfTheOcean1 @ShlomoIndiana @QDecoder @Mongo3804 @eyesore99848340 @Tizzy2310 @AlohaStevenRyan @AlgrenQ @Gameon68 @ThelmaJoFarley @pondOFthoughts @KimMari15039764 @DrSue19380 @Hildolfr3 @Queencrayola10 @misshellca @JosephS08455956 @trreal #HammerandScorecard ~ programmed software which forced percentage of Trump votes to be flipped to Biden.

Smartmatic Chairman Peter Neffergen ~ given spot on Biden Transition Team 

#ElectionCollusion
#ELECTIONINTERFERENCE 

https://t.co/Sx9nKp7w5C",akuscg,https://twitter.com/akuscg/status/1328190491632885761,0,0,0,0
2020-11-16 03:01:29+00:00,1328171301224157185,"#HammerAndScorecard

#HammerScorecard 

 https://t.co/2fKFdZoNy8",the1trueAnT,https://twitter.com/the1trueAnT/status/1328171301224157185,0,0,2,0
2020-11-16 01:49:12+00:00,1328153110813024256,"No doubt about! #VoteFraudSupreme
#HammerAndScorecard https://t.co/nRCqzdew6p https://t.co/aUdC3qsvpi",JacquelineManos,https://twitter.com/JacquelineManos/status/1328153110813024256,1,0,0,0
2020-11-16 01:46:43+00:00,1328152489154240512,"The democrats will become the #BlackSox 
of American Political History! 

#GeneralMcInernie ⭐️⭐️⭐️ reports Obama hatched
#HammerAndScorecard ! #Treason ! #VoterFraud #EarlyVotingScam #VotingMachineFraud #BallotHarvesting
       Watch @CharlieKirk 
You will be #ShockedWithAwe
👹",JacquelineManos,https://twitter.com/JacquelineManos/status/1328152489154240512,0,0,0,0
2020-11-16 01:42:44+00:00,1328151485906104322,"@KizzyMae1969 Too busy watching @CharlieKirk and hearing about the TREASONOUS behavior of Obama...

#hammerandscorecard
(Note that the news media aren't allowed to utter those words.) Watch Charlie and decide for yourself...

#WhatHaveYouGotToLose",Prayin4America,https://twitter.com/Prayin4America/status/1328151485906104322,0,0,1,0
2020-11-15 23:41:49+00:00,1328121053810462721,"@realDonaldTrump #StopTheSteal #HammerAndScorecard #Dominion 
-
Judicial Watch - https://t.co/GDwLYj3X1Z
-
#Smartmatic  #ReleaseTheKraken #MAGA
-
OFFICIAL ELECTION DEFENSE FUND! https://t.co/SqQDw0voxq
-
Report A Case - https://t.co/FMhweBzaFG

Call: (202) 499-4921
-",SJar88,https://twitter.com/SJar88/status/1328121053810462721,0,0,1,0
2020-11-15 23:05:17+00:00,1328111859954642949,"@RealCandaceO 
Check this out Candice.. if this is True, It is EVERYTHING!! 
nobody else has touched it so far.

Maybe you can vet it better.

 https://t.co/2fKFdZoNy8

#HammerAndScorecard",the1trueAnT,https://twitter.com/the1trueAnT/status/1328111859954642949,0,0,0,0
2020-11-15 22:44:14+00:00,1328106563966529536,#TrumpWon #HammerAndScorecard: A Detailed Look at How The Election Was Stolen Ana... https://t.co/p1Z9Hq6OHA via @YouTube,blessed_patriot,https://twitter.com/blessed_patriot/status/1328106563966529536,0,0,0,0
2020-11-15 18:42:08+00:00,1328045637837885440,"@DrJacobsRad @JustinTrudeau @erinotoole @waliedesq Doc, tell me again when the electoral college certified a winner in the presidential race? #HammerAndScorecard #Dominion #TrudeauCorruption #DemocratsAreCorrupt #IsTheCPCcorrupt",wealthytortoise,https://twitter.com/wealthytortoise/status/1328045637837885440,0,0,0,0
2020-11-15 15:05:12+00:00,1327991043376242688,@Timcast isnt that so convenient. all the glitches in the system just lean democrat.  #hammerandscorecard,rodriguez554,https://twitter.com/rodriguez554/status/1327991043376242688,0,0,1,0
2020-11-15 08:38:46+00:00,1327893796261081088,"@lucids Hey, the thread is ready and compiled. You can read the whole version here: https://t.co/04vHsXEtoQ  #HAMMERandSCORECARD #DennisMontgomery",threader_app,https://twitter.com/threader_app/status/1327893796261081088,0,0,0,0
2020-11-15 07:36:26+00:00,1327878110478528512,@leJDD La belle affaire! #DominionGate #hammerandscorecard #Elections2020,greg92210,https://twitter.com/greg92210/status/1327878110478528512,1,0,1,0
2020-11-15 05:21:26+00:00,1327844135097704450,@realDonaldTrump They don’t have to say it Mr. President... we don’t listen to the news media anymore and we know the truth! #hammerandscorecard,JohnDeauville,https://twitter.com/JohnDeauville/status/1327844135097704450,0,1,0,0
2020-11-15 03:57:35+00:00,1327823031360581632,#HAMMERandSCORECARD https://t.co/LuYhmFCdoZ,BigOrangeGunner,https://twitter.com/BigOrangeGunner/status/1327823031360581632,0,0,1,0
2020-11-14 20:00:34+00:00,1327702989528838151,"#CountEveryLawfulVote #RejectEveryUnlawfulVote #Election2020
Can we please check out the allegations of fraud before we declare it over? Joe is #NotMyPresidentElect
The Electoral College votes to elect the president on 12/14/20. Dominion must be audited.
#HammerAndScorecard https://t.co/LBRZXUuHMf",usanorthcoast,https://twitter.com/usanorthcoast/status/1327702989528838151,0,0,0,0
2020-11-14 17:36:23+00:00,1327666703073996801,#HammerandScorecard,Redpill771,https://twitter.com/Redpill771/status/1327666703073996801,0,0,0,0
2020-11-14 16:53:33+00:00,1327655924710989825,We dont need a recount...a full audit is necessary to expose both ballot fraud and the votes illegally changed by #HammerAndScorecard. https://t.co/ek9fKVz82k,freedom67718,https://twitter.com/freedom67718/status/1327655924710989825,0,0,0,0
2020-11-14 15:02:16+00:00,1327627916558168064,@KamalaHarris @JoeBiden No you won’t be!  Just say we cheat to win and it is obvious beyond any doubt.  #dominionvotingsytem   #Hammerandscorecard,ccormscobra,https://twitter.com/ccormscobra/status/1327627916558168064,0,0,0,0
2020-11-14 09:00:45+00:00,1327536939625574402,"#Dominion
#DominionVotingSystem
#hammerscorecard 
#HammerAndScorecard
#StopTheSteal
#AuditTheVote
#MAGA2020LandslideVictory https://t.co/CUosGFhDmD",tijeroam,https://twitter.com/tijeroam/status/1327536939625574402,0,0,0,0
2020-11-14 08:57:10+00:00,1327536036617089024,"#Dominion
#DominionVotingSystem
#hammerscorecard 
#HammerAndScorecard
#StopTheSteal
#AuditTheVote
#MAGA2020LandslideVictory https://t.co/aA0yALN8Zj",tijeroam,https://twitter.com/tijeroam/status/1327536036617089024,0,0,0,0
2020-11-14 08:49:55+00:00,1327534213717954561,"#Dominion
#DominionVotingSystem
#hammerscorecard 
#HammerAndScorecard
#StopTheSteal
#AuditTheVote
#MAGA2020LandslideVictory https://t.co/JxtL2DpSb9",tijeroam,https://twitter.com/tijeroam/status/1327534213717954561,0,0,0,0
2020-11-14 04:53:50+00:00,1327474800491524096,"Sidney Powell With Lou Dobbs: Release The Kraken &gt;&gt; exposing  #VoterFraud  #HammerandScorecard

https://t.co/62a5dHV4mk",Marc_0017,https://twitter.com/Marc_0017/status/1327474800491524096,0,0,0,0
2020-11-14 03:44:19+00:00,1327457308029440000,"Hammer and scorecard
#HammerAndScorecard 
#2020Elections https://t.co/YJgFnB8zjG",FlavioKerr,https://twitter.com/FlavioKerr/status/1327457308029440000,3,1,2,0
2020-11-14 02:41:46+00:00,1327441567267889152,Retired Air Force general warns of #CIA software hacking.  Intelligence community warns problem worse than previously thought. @OANN's #PearsonSharp reports.  #HammerAndScoreCard is a #DNC Super Weapon 2 Steel Elections. #VoterFraudIsReal.  https://t.co/osRLF8JUae via @YouTube,BenstksC,https://twitter.com/BenstksC/status/1327441567267889152,0,1,0,0
2020-11-14 01:18:40+00:00,1327420652987432962,"#dominion 
#HAMMERandSCORECARD 
#CheatingDemocrats 
#CheatingJoeBiden 
#CorruptDemocrats 
#CorruptJoeBiden https://t.co/wmj4bpgceP",LizzyClassical,https://twitter.com/LizzyClassical/status/1327420652987432962,0,0,0,0
2020-11-13 23:56:52+00:00,1327400068937183232,"DHS Cyber Director Chris Krebs And Deputy Director Matt Travis Tied To Clapper Who Commandeered HAMMER / SCORECARD - The American Report

#HAMMERandSCORECARD 

 https://t.co/R1nHr9eFKt",DWJohnson007,https://twitter.com/DWJohnson007/status/1327400068937183232,0,0,0,0
2020-11-13 23:28:23+00:00,1327392899600773120,"#Dominion 
#HAMMERandSCORECARD 
No comments on your #financial interest in voting software???
#waiting......... https://t.co/YP3wYaCpp1",LizzyClassical,https://twitter.com/LizzyClassical/status/1327392899600773120,1,0,0,0
2020-11-13 23:01:01+00:00,1327386010360176640,@murray_nyc @realDonaldTrump You might want to educate yourself on how the US military has confiscated servers in Frankfurt Germany owned and operated by dominion 😂🍿#HAMMERandSCORECARD educate your ignorant self on these two issues😂😂😂🍿🤡🖕,JeffreyBell63,https://twitter.com/JeffreyBell63/status/1327386010360176640,0,1,2,0
2020-11-13 21:29:47+00:00,1327363052082257920,#hammerscorecard #HammerAndScoreCard,trumpster251,https://twitter.com/trumpster251/status/1327363052082257920,0,1,0,0
2020-11-13 21:10:38+00:00,1327358232973729792,"#HAMMERANDSCORECARD #HAMMERANDSCORECARD
#HAMMERANDSCORECARD #HAMMERANDSCORECARD#",koolestbreeze,https://twitter.com/koolestbreeze/status/1327358232973729792,0,1,0,0
2020-11-13 20:46:09+00:00,1327352069599145984,@katjoy63 @BarclayBrown @batts_jlynn @SDOHnews @Heidi2018mlv @FBICincinnati 🙄👌🤡 #HAMMERandSCORECARD you might want to also research how the US Army has confiscated dominion servers in Frankfurt Germany. 😂 Get your 🍿 ready. There’s a reason dementia Joe is in his basement right now,JeffreyBell63,https://twitter.com/JeffreyBell63/status/1327352069599145984,0,3,0,0
2020-11-13 19:49:15+00:00,1327337753869074432,#IStandWithMyPresident @realDonaldTrump 🇺🇸 #StopTheSteal #VoterSuppression #vote #voterfraud  #TrumpWon #hammerandscorecard #everylegalvotecount #watermarkedballot #SydneyPowell #Stand4SomethingRFall4Anything #BidenCheated #DemocratsAreCorrupt #WEWILLNEVERACCEPTBIDENASPRESIDENT! https://t.co/vRui083gEF,HarryDalila,https://twitter.com/HarryDalila/status/1327337753869074432,1,2,2,0
2020-11-13 19:22:49+00:00,1327331098645422080,It’s been Friday the 13th all year long. Today would the perfect day for Trump to drop the hammer on the Dems and end all this bullshit. #HammerAndScorecard #Trump2020 #StopTheSteal,itsjucylucy,https://twitter.com/itsjucylucy/status/1327331098645422080,0,1,0,0
2020-11-13 18:30:25+00:00,1327317911334170627,"@realDonaldTrump This claim of election crimes, fraud and #DeepState #DNCCorruption by #Dominion and #HammerAndScorecard is #Truth and #Treason which I as an officer of the US Army am a witness. https://t.co/LpEPO8AMmZ",DanielWMerrick,https://twitter.com/DanielWMerrick/status/1327317911334170627,0,0,1,0
2020-11-13 18:03:20+00:00,1327311098173747200,#IStandWithMyPresident @realDonaldTrump 🇺🇸💝#HoldTheLinePatriots #StopTheSteal #VoterSuppression #vote #voterfraud #KeywordLegal #Trumprwon #hammerandscorecard #everylegalvotecount #watermarkedballot #SydneyPowell #Stand4SomethingRFall4Anything #BidenCheated #DemocratsAreCorrupt https://t.co/UI22p1llgg,HarryDalila,https://twitter.com/HarryDalila/status/1327311098173747200,0,0,0,0
2020-11-13 16:23:39+00:00,1327286012398108675,"@BurgersAreYummy @Alfred_StatesX @wgwinfrey @DineshDSouza @realDonaldTrump You’re being manipulated. Sad that you can’t comprehend this.  Open your eyes.  
#Hammerandscorecard
#Dominion 

TRUMP2020🇺🇸 The only president in modern history that has actually worked for the American ppl!",LoveSoCal64,https://twitter.com/LoveSoCal64/status/1327286012398108675,0,0,1,0
2020-11-13 15:12:01+00:00,1327267982888890368,"#HammerandScorecard.    Cheating.👹
https://t.co/wYaJM4n3yA",sheila14all,https://twitter.com/sheila14all/status/1327267982888890368,0,0,0,0
2020-11-13 14:01:18+00:00,1327250186041761792,"Held for the shortest time until the audit. 

#Dominion
#HammerAndScorecard https://t.co/Zbg3VZilPm",JanetMLSimons,https://twitter.com/JanetMLSimons/status/1327250186041761792,0,0,0,0
2020-11-13 13:47:20+00:00,1327246674805321728,"Remember this? It would have been a guaranteed win. And, now we know. #BarackObama ‘s #HammerAndScorecard.  #Clinton ‘s  #Dominion.  What will the next “secret” software be, to guarantee the winners in the next elections.  How do we trust? That’s the plan. https://t.co/LqpjIHVbZJ",Jaye_inUSA,https://twitter.com/Jaye_inUSA/status/1327246674805321728,0,1,2,1
